x,sex,indicator,l,m,s,source
129.00000000,FEMALE,BMI_FOR_AGE,-1.47080000,17.07570000,0.12643000,WHO2007
130.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,142.19160000,0.04692000,WHO2007
130.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,143.92220000,0.04591000,WHO2007
130.00000000,MALE,BMI_FOR_AGE,-1.78280000,16.84970000,0.10989000,WHO2007
130.00000000,FEMALE,BMI_FOR_AGE,-1.46770000,17.13160000,0.12678000,WHO2007
131.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,142.65010000,0.04698000,WHO2007
131.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,144.45750000,0.04588000,WHO2007
131.00000000,MALE,BMI_FOR_AGE,-1.78470000,16.89410000,0.11030000,WHO2007
131.00000000,FEMALE,BMI_FOR_AGE,-1.46420000,17.18830000,0.12713000,WHO2007
132.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,143.11260000,0.04703000,WHO2007
132.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,144.99290000,0.04584000,WHO2007
132.00000000,MALE,BMI_FOR_AGE,-1.78620000,16.93920000,0.11070000,WHO2007
132.00000000,FEMALE,BMI_FOR_AGE,-1.46060000,17.24590000,0.12748000,WHO2007
133.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,143.57950000,0.04709000,WHO2007
133.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,145.52800000,0.04580000,WHO2007
133.00000000,MALE,BMI_FOR_AGE,-1.78730000,16.98500000,0.11110000,WHO2007
133.00000000,FEMALE,BMI_FOR_AGE,-1.45670000,17.30440000,0.12782000,WHO2007
134.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,144.05110000,0.04714000,WHO2007
134.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,146.06220000,0.04576000,WHO2007
134.00000000,MALE,BMI_FOR_AGE,-1.78810000,17.03140000,0.11150000,WHO2007
134.00000000,FEMALE,BMI_FOR_AGE,-1.45260000,17.36370000,0.12816000,WHO2007
135.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,144.52760000,0.04719000,WHO2007
135.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,146.59510000,0.04571000,WHO2007
135.00000000,MALE,BMI_FOR_AGE,-1.78840000,17.07840000,0.11189000,WHO2007
135.00000000,FEMALE,BMI_FOR_AGE,-1.44820000,17.42380000,0.12849000,WHO2007
136.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,145.00930000,0.04723000,WHO2007
136.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,147.12620000,0.04567000,WHO2007
136.00000000,MALE,BMI_FOR_AGE,-1.78840000,17.12620000,0.11228000,WHO2007
136.00000000,FEMALE,BMI_FOR_AGE,-1.44360000,17.48470000,0.12882000,WHO2007
137.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,145.49640000,0.04728000,WHO2007
137.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,147.65480000,0.04562000,WHO2007
137.00000000,MALE,BMI_FOR_AGE,-1.78800000,17.17460000,0.11266000,WHO2007
137.00000000,FEMALE,BMI_FOR_AGE,-1.43890000,17.54640000,0.12914000,WHO2007
138.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,145.98910000,0.04732000,WHO2007
138.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,148.18040000,0.04557000,WHO2007
138.00000000,MALE,BMI_FOR_AGE,-1.78730000,17.22360000,0.11304000,WHO2007
138.00000000,FEMALE,BMI_FOR_AGE,-1.43390000,17.60880000,0.12946000,WHO2007
139.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,146.48780000,0.04736000,WHO2007
139.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,148.70230000,0.04552000,WHO2007
139.00000000,MALE,BMI_FOR_AGE,-1.78610000,17.27340000,0.11342000,WHO2007
139.00000000,FEMALE,BMI_FOR_AGE,-1.42880000,17.67190000,0.12978000,WHO2007
140.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,146.99270000,0.04740000,WHO2007
140.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,149.21970000,0.04546000,WHO2007
140.00000000,MALE,BMI_FOR_AGE,-1.78460000,17.32400000,0.11379000,WHO2007
140.00000000,FEMALE,BMI_FOR_AGE,-1.42350000,17.73570000,0.13009000,WHO2007
141.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,147.50410000,0.04744000,WHO2007
141.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,149.73220000,0.04541000,WHO2007
141.00000000,MALE,BMI_FOR_AGE,-1.78280000,17.37520000,0.11415000,WHO2007
141.00000000,FEMALE,BMI_FOR_AGE,-1.41800000,17.80010000,0.13040000,WHO2007
142.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,148.02240000,0.04747000,WHO2007
142.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,150.23900000,0.04535000,WHO2007
142.00000000,MALE,BMI_FOR_AGE,-1.78060000,17.42720000,0.11451000,WHO2007
142.00000000,FEMALE,BMI_FOR_AGE,-1.41230000,17.86510000,0.13070000,WHO2007
143.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,148.54780000,0.04750000,WHO2007
143.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,150.73940000,0.04529000,WHO2007
143.00000000,MALE,BMI_FOR_AGE,-1.77800000,17.47990000,0.11487000,WHO2007
143.00000000,FEMALE,BMI_FOR_AGE,-1.40650000,17.93060000,0.13099000,WHO2007
144.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,149.08070000,0.04753000,WHO2007
144.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,151.23270000,0.04523000,WHO2007
144.00000000,MALE,BMI_FOR_AGE,-1.77510000,17.53340000,0.11522000,WHO2007
144.00000000,FEMALE,BMI_FOR_AGE,-1.40060000,17.99660000,0.13129000,WHO2007
145.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,149.62120000,0.04755000,WHO2007
145.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,151.71820000,0.04516000,WHO2007
145.00000000,MALE,BMI_FOR_AGE,-1.77190000,17.58770000,0.11556000,WHO2007
145.00000000,FEMALE,BMI_FOR_AGE,-1.39450000,18.06300000,0.13158000,WHO2007
146.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,150.16940000,0.04758000,WHO2007
146.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,152.19510000,0.04510000,WHO2007
146.00000000,MALE,BMI_FOR_AGE,-1.76840000,17.64270000,0.11590000,WHO2007
146.00000000,FEMALE,BMI_FOR_AGE,-1.38830000,18.12970000,0.13186000,WHO2007
147.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,150.72560000,0.04759000,WHO2007
147.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,152.66280000,0.04503000,WHO2007
147.00000000,MALE,BMI_FOR_AGE,-1.76450000,17.69850000,0.11623000,WHO2007
147.00000000,FEMALE,BMI_FOR_AGE,-1.38190000,18.19670000,0.13214000,WHO2007
148.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,151.28990000,0.04761000,WHO2007
148.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,153.12060000,0.04497000,WHO2007
148.00000000,MALE,BMI_FOR_AGE,-1.76040000,17.75510000,0.11656000,WHO2007
148.00000000,FEMALE,BMI_FOR_AGE,-1.37550000,18.26390000,0.13241000,WHO2007
149.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,151.86230000,0.04762000,WHO2007
149.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,153.56780000,0.04490000,WHO2007
149.00000000,MALE,BMI_FOR_AGE,-1.75590000,17.81240000,0.11688000,WHO2007
149.00000000,FEMALE,BMI_FOR_AGE,-1.36890000,18.33120000,0.13268000,WHO2007
150.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,152.44250000,0.04763000,WHO2007
150.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,154.00410000,0.04483000,WHO2007
150.00000000,MALE,BMI_FOR_AGE,-1.75110000,17.87040000,0.11720000,WHO2007
150.00000000,FEMALE,BMI_FOR_AGE,-1.36210000,18.39860000,0.13295000,WHO2007
151.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,153.02980000,0.04763000,WHO2007
151.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,154.42900000,0.04476000,WHO2007
151.00000000,MALE,BMI_FOR_AGE,-1.74610000,17.92920000,0.11751000,WHO2007
151.00000000,FEMALE,BMI_FOR_AGE,-1.35530000,18.46600000,0.13321000,WHO2007
152.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,153.62340000,0.04764000,WHO2007
152.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,154.84230000,0.04468000,WHO2007
152.00000000,MALE,BMI_FOR_AGE,-1.74080000,17.98870000,0.11781000,WHO2007
152.00000000,FEMALE,BMI_FOR_AGE,-1.34830000,18.53330000,0.13347000,WHO2007
153.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,154.22230000,0.04763000,WHO2007
153.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,155.24370000,0.04461000,WHO2007
153.00000000,MALE,BMI_FOR_AGE,-1.73520000,18.04880000,0.11811000,WHO2007
153.00000000,FEMALE,BMI_FOR_AGE,-1.34130000,18.60060000,0.13372000,WHO2007
154.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,154.82580000,0.04763000,WHO2007
154.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,155.63300000,0.04454000,WHO2007
154.00000000,MALE,BMI_FOR_AGE,-1.72930000,18.10960000,0.11841000,WHO2007
154.00000000,FEMALE,BMI_FOR_AGE,-1.33410000,18.66770000,0.13397000,WHO2007
155.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,155.43290000,0.04762000,WHO2007
155.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,156.01010000,0.04446000,WHO2007
155.00000000,MALE,BMI_FOR_AGE,-1.72320000,18.17100000,0.11869000,WHO2007
155.00000000,FEMALE,BMI_FOR_AGE,-1.32690000,18.73460000,0.13421000,WHO2007
156.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,156.04260000,0.04760000,WHO2007
156.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,156.37480000,0.04439000,WHO2007
156.00000000,MALE,BMI_FOR_AGE,-1.71680000,18.23300000,0.11898000,WHO2007
156.00000000,FEMALE,BMI_FOR_AGE,-1.31950000,18.80120000,0.13445000,WHO2007
157.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,156.65390000,0.04758000,WHO2007
157.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,156.72690000,0.04431000,WHO2007
157.00000000,MALE,BMI_FOR_AGE,-1.71020000,18.29550000,0.11925000,WHO2007
157.00000000,FEMALE,BMI_FOR_AGE,-1.31210000,18.86750000,0.13469000,WHO2007
158.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,157.26600000,0.04756000,WHO2007
158.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,157.06660000,0.04423000,WHO2007
158.00000000,MALE,BMI_FOR_AGE,-1.70330000,18.35860000,0.11952000,WHO2007
158.00000000,FEMALE,BMI_FOR_AGE,-1.30460000,18.93350000,0.13492000,WHO2007
159.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,157.87750000,0.04754000,WHO2007
159.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,157.39360000,0.04415000,WHO2007
159.00000000,MALE,BMI_FOR_AGE,-1.69620000,18.42210000,0.11979000,WHO2007
159.00000000,FEMALE,BMI_FOR_AGE,-1.29700000,18.99910000,0.13514000,WHO2007
160.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,158.48710000,0.04751000,WHO2007
160.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,157.70820000,0.04408000,WHO2007
160.00000000,MALE,BMI_FOR_AGE,-1.68880000,18.48600000,0.12005000,WHO2007
160.00000000,FEMALE,BMI_FOR_AGE,-1.28940000,19.06420000,0.13537000,WHO2007
161.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,159.09370000,0.04747000,WHO2007
161.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,158.01020000,0.04400000,WHO2007
161.00000000,MALE,BMI_FOR_AGE,-1.68110000,18.55020000,0.12030000,WHO2007
161.00000000,FEMALE,BMI_FOR_AGE,-1.28160000,19.12890000,0.13559000,WHO2007
162.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,159.69620000,0.04744000,WHO2007
162.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,158.29970000,0.04392000,WHO2007
162.00000000,MALE,BMI_FOR_AGE,-1.67320000,18.61480000,0.12055000,WHO2007
162.00000000,FEMALE,BMI_FOR_AGE,-1.27390000,19.19310000,0.13580000,WHO2007
163.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,160.29390000,0.04740000,WHO2007
163.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,158.57710000,0.04384000,WHO2007
163.00000000,MALE,BMI_FOR_AGE,-1.66510000,18.67950000,0.12079000,WHO2007
163.00000000,FEMALE,BMI_FOR_AGE,-1.26610000,19.25670000,0.13601000,WHO2007
164.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,160.88610000,0.04735000,WHO2007
164.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,158.84250000,0.04376000,WHO2007
164.00000000,MALE,BMI_FOR_AGE,-1.65680000,18.74450000,0.12102000,WHO2007
164.00000000,FEMALE,BMI_FOR_AGE,-1.25830000,19.31970000,0.13622000,WHO2007
165.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,161.47200000,0.04730000,WHO2007
165.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,159.09610000,0.04369000,WHO2007
165.00000000,MALE,BMI_FOR_AGE,-1.64820000,18.80950000,0.12125000,WHO2007
165.00000000,FEMALE,BMI_FOR_AGE,-1.25040000,19.38200000,0.13642000,WHO2007
166.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,162.05050000,0.04725000,WHO2007
166.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,159.33820000,0.04361000,WHO2007
166.00000000,MALE,BMI_FOR_AGE,-1.63940000,18.87460000,0.12148000,WHO2007
166.00000000,FEMALE,BMI_FOR_AGE,-1.24250000,19.44370000,0.13662000,WHO2007
167.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,162.62070000,0.04720000,WHO2007
167.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,159.56910000,0.04353000,WHO2007
167.00000000,MALE,BMI_FOR_AGE,-1.63040000,18.93980000,0.12170000,WHO2007
167.00000000,FEMALE,BMI_FOR_AGE,-1.23450000,19.50450000,0.13681000,WHO2007
168.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,163.18160000,0.04714000,WHO2007
168.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,159.78900000,0.04345000,WHO2007
168.00000000,MALE,BMI_FOR_AGE,-1.62110000,19.00500000,0.12191000,WHO2007
168.00000000,FEMALE,BMI_FOR_AGE,-1.22660000,19.56470000,0.13700000,WHO2007
169.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,163.73210000,0.04707000,WHO2007
169.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,159.99830000,0.04337000,WHO2007
169.00000000,MALE,BMI_FOR_AGE,-1.61160000,19.07010000,0.12212000,WHO2007
169.00000000,FEMALE,BMI_FOR_AGE,-1.21860000,19.62400000,0.13719000,WHO2007
170.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,164.27170000,0.04701000,WHO2007
170.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,160.19710000,0.04330000,WHO2007
170.00000000,MALE,BMI_FOR_AGE,-1.60200000,19.13510000,0.12233000,WHO2007
170.00000000,FEMALE,BMI_FOR_AGE,-1.21070000,19.68240000,0.13738000,WHO2007
171.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,164.79940000,0.04694000,WHO2007
171.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,160.38570000,0.04322000,WHO2007
171.00000000,MALE,BMI_FOR_AGE,-1.59210000,19.20000000,0.12253000,WHO2007
171.00000000,FEMALE,BMI_FOR_AGE,-1.20270000,19.74000000,0.13756000,WHO2007
172.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,165.31450000,0.04687000,WHO2007
172.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,160.56430000,0.04314000,WHO2007
172.00000000,MALE,BMI_FOR_AGE,-1.58210000,19.26480000,0.12272000,WHO2007
172.00000000,FEMALE,BMI_FOR_AGE,-1.19470000,19.79660000,0.13774000,WHO2007
173.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,165.81650000,0.04679000,WHO2007
173.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,160.73320000,0.04307000,WHO2007
173.00000000,MALE,BMI_FOR_AGE,-1.57190000,19.32940000,0.12291000,WHO2007
173.00000000,FEMALE,BMI_FOR_AGE,-1.18670000,19.85230000,0.13791000,WHO2007
174.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,166.30500000,0.04671000,WHO2007
174.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,160.89270000,0.04299000,WHO2007
174.00000000,MALE,BMI_FOR_AGE,-1.56150000,19.39370000,0.12310000,WHO2007
174.00000000,FEMALE,BMI_FOR_AGE,-1.17880000,19.90700000,0.13808000,WHO2007
175.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,166.77990000,0.04663000,WHO2007
175.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.04300000,0.04292000,WHO2007
175.00000000,MALE,BMI_FOR_AGE,-1.55100000,19.45780000,0.12328000,WHO2007
175.00000000,FEMALE,BMI_FOR_AGE,-1.17080000,19.96070000,0.13825000,WHO2007
176.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,167.24150000,0.04655000,WHO2007
176.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.18450000,0.04284000,WHO2007
176.00000000,MALE,BMI_FOR_AGE,-1.54030000,19.52170000,0.12346000,WHO2007
176.00000000,FEMALE,BMI_FOR_AGE,-1.16290000,20.01330000,0.13841000,WHO2007
177.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,167.68990000,0.04646000,WHO2007
177.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.31760000,0.04277000,WHO2007
177.00000000,MALE,BMI_FOR_AGE,-1.52940000,19.58530000,0.12363000,WHO2007
177.00000000,FEMALE,BMI_FOR_AGE,-1.15490000,20.06480000,0.13858000,WHO2007
178.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,168.12550000,0.04637000,WHO2007
178.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.44250000,0.04270000,WHO2007
178.00000000,MALE,BMI_FOR_AGE,-1.51850000,19.64860000,0.12380000,WHO2007
178.00000000,FEMALE,BMI_FOR_AGE,-1.14700000,20.11520000,0.13873000,WHO2007
179.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,168.54820000,0.04628000,WHO2007
179.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.55960000,0.04263000,WHO2007
179.00000000,MALE,BMI_FOR_AGE,-1.50740000,19.71170000,0.12396000,WHO2007
179.00000000,FEMALE,BMI_FOR_AGE,-1.13900000,20.16440000,0.13889000,WHO2007
180.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,168.95800000,0.04619000,WHO2007
180.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.66920000,0.04255000,WHO2007
180.00000000,MALE,BMI_FOR_AGE,-1.49610000,19.77440000,0.12412000,WHO2007
180.00000000,FEMALE,BMI_FOR_AGE,-1.13110000,20.21250000,0.13904000,WHO2007
181.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,169.35490000,0.04609000,WHO2007
181.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.77170000,0.04248000,WHO2007
181.00000000,MALE,BMI_FOR_AGE,-1.48480000,19.83670000,0.12428000,WHO2007
181.00000000,FEMALE,BMI_FOR_AGE,-1.12320000,20.25950000,0.13920000,WHO2007
182.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,169.73890000,0.04599000,WHO2007
182.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.86730000,0.04241000,WHO2007
182.00000000,MALE,BMI_FOR_AGE,-1.47330000,19.89870000,0.12443000,WHO2007
182.00000000,FEMALE,BMI_FOR_AGE,-1.11530000,20.30530000,0.13934000,WHO2007
183.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,170.10990000,0.04589000,WHO2007
183.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,161.95640000,0.04235000,WHO2007
183.00000000,MALE,BMI_FOR_AGE,-1.46170000,19.96030000,0.12458000,WHO2007
183.00000000,FEMALE,BMI_FOR_AGE,-1.10740000,20.34990000,0.13949000,WHO2007
184.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,170.46800000,0.04579000,WHO2007
184.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.03930000,0.04228000,WHO2007
184.00000000,MALE,BMI_FOR_AGE,-1.45000000,20.02150000,0.12473000,WHO2007
184.00000000,FEMALE,BMI_FOR_AGE,-1.09960000,20.39340000,0.13963000,WHO2007
185.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,170.81360000,0.04569000,WHO2007
185.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.11640000,0.04221000,WHO2007
185.00000000,MALE,BMI_FOR_AGE,-1.43820000,20.08230000,0.12487000,WHO2007
185.00000000,FEMALE,BMI_FOR_AGE,-1.09170000,20.43570000,0.13977000,WHO2007
186.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,171.14680000,0.04559000,WHO2007
186.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.18800000,0.04214000,WHO2007
186.00000000,MALE,BMI_FOR_AGE,-1.42630000,20.14270000,0.12501000,WHO2007
186.00000000,FEMALE,BMI_FOR_AGE,-1.08380000,20.47690000,0.13991000,WHO2007
187.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,171.46800000,0.04548000,WHO2007
187.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.25420000,0.04208000,WHO2007
187.00000000,MALE,BMI_FOR_AGE,-1.41430000,20.20260000,0.12514000,WHO2007
187.00000000,FEMALE,BMI_FOR_AGE,-1.07600000,20.51700000,0.14005000,WHO2007
188.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,171.77730000,0.04538000,WHO2007
188.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.31540000,0.04201000,WHO2007
188.00000000,MALE,BMI_FOR_AGE,-1.40220000,20.26210000,0.12528000,WHO2007
188.00000000,FEMALE,BMI_FOR_AGE,-1.06810000,20.55600000,0.14018000,WHO2007
189.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,172.07480000,0.04527000,WHO2007
189.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.37190000,0.04195000,WHO2007
189.00000000,MALE,BMI_FOR_AGE,-1.39000000,20.32110000,0.12541000,WHO2007
189.00000000,FEMALE,BMI_FOR_AGE,-1.06030000,20.59380000,0.14031000,WHO2007
190.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,172.36060000,0.04516000,WHO2007
190.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.42390000,0.04189000,WHO2007
190.00000000,MALE,BMI_FOR_AGE,-1.37770000,20.37960000,0.12554000,WHO2007
190.00000000,FEMALE,BMI_FOR_AGE,-1.05250000,20.63060000,0.14044000,WHO2007
191.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,172.63450000,0.04506000,WHO2007
191.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.47170000,0.04182000,WHO2007
191.00000000,MALE,BMI_FOR_AGE,-1.36530000,20.43760000,0.12567000,WHO2007
191.00000000,FEMALE,BMI_FOR_AGE,-1.04470000,20.66630000,0.14057000,WHO2007
192.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,172.89670000,0.04495000,WHO2007
192.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.51560000,0.04176000,WHO2007
192.00000000,MALE,BMI_FOR_AGE,-1.35290000,20.49510000,0.12579000,WHO2007
192.00000000,FEMALE,BMI_FOR_AGE,-1.03680000,20.70080000,0.14070000,WHO2007
193.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,173.14700000,0.04484000,WHO2007
193.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.55600000,0.04170000,WHO2007
193.00000000,MALE,BMI_FOR_AGE,-1.34030000,20.55210000,0.12591000,WHO2007
193.00000000,FEMALE,BMI_FOR_AGE,-1.02900000,20.73440000,0.14082000,WHO2007
194.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,173.38560000,0.04473000,WHO2007
194.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.59330000,0.04164000,WHO2007
194.00000000,MALE,BMI_FOR_AGE,-1.32770000,20.60850000,0.12603000,WHO2007
194.00000000,FEMALE,BMI_FOR_AGE,-1.02120000,20.76680000,0.14094000,WHO2007
195.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,173.61260000,0.04462000,WHO2007
195.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.62760000,0.04158000,WHO2007
195.00000000,MALE,BMI_FOR_AGE,-1.31490000,20.66440000,0.12615000,WHO2007
195.00000000,FEMALE,BMI_FOR_AGE,-1.01340000,20.79820000,0.14106000,WHO2007
196.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,173.82800000,0.04451000,WHO2007
196.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.65940000,0.04152000,WHO2007
196.00000000,MALE,BMI_FOR_AGE,-1.30210000,20.71970000,0.12627000,WHO2007
196.00000000,FEMALE,BMI_FOR_AGE,-1.00550000,20.82860000,0.14118000,WHO2007
197.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,174.03210000,0.04440000,WHO2007
197.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.68900000,0.04147000,WHO2007
197.00000000,MALE,BMI_FOR_AGE,-1.28920000,20.77450000,0.12638000,WHO2007
197.00000000,FEMALE,BMI_FOR_AGE,-0.99770000,20.85800000,0.14130000,WHO2007
198.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,174.22510000,0.04429000,WHO2007
198.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.71650000,0.04141000,WHO2007
198.00000000,MALE,BMI_FOR_AGE,-1.27620000,20.82870000,0.12650000,WHO2007
198.00000000,FEMALE,BMI_FOR_AGE,-0.98980000,20.88630000,0.14142000,WHO2007
199.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,174.40710000,0.04418000,WHO2007
199.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.74250000,0.04136000,WHO2007
199.00000000,MALE,BMI_FOR_AGE,-1.26310000,20.88240000,0.12661000,WHO2007
199.00000000,FEMALE,BMI_FOR_AGE,-0.98190000,20.91370000,0.14153000,WHO2007
200.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,174.57840000,0.04407000,WHO2007
200.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.76700000,0.04130000,WHO2007
200.00000000,MALE,BMI_FOR_AGE,-1.24990000,20.93550000,0.12672000,WHO2007
200.00000000,FEMALE,BMI_FOR_AGE,-0.97400000,20.94010000,0.14164000,WHO2007
